Id,Cyberbullying,Insult,Profanity,Sarcasm,Threat,Exclusion,Pornography,Spam
'1132702723416186880,0,1,1,0,0,0,1,1
'1132702480826064896,0,1,1,0,0,0,0,0
'1135106194539012096,0,1,1,0,0,0,0,0
'1132713623715889153,0,0,1,0,0,0,0,0
'1133896101591957504,0,0,0,0,0,0,0,0
'1132686148315287553,0,0,1,0,0,0,0,0
'1132993656749797377,0,0,1,0,0,0,1,1
'1133077281734369281,0,0,1,0,0,0,0,0
'1135181748084645888,0,0,1,0,0,0,0,0
'1135027816615931904,0,0,1,0,0,0,0,0
'1133232661928075264,0,0,1,0,0,0,0,0
'1132729588893868033,0,0,1,0,0,0,0,0
'1134525774399188997,0,0,1,0,0,0,0,0
'1132723147436957696,0,0,1,0,0,0,0,0
'1132715470359015424,0,1,1,0,0,0,0,0
'1133470394801905667,0,1,1,0,0,0,1,1
'1133456956897746945,0,0,1,0,0,0,0,0
'1133175782816342017,0,0,1,0,0,0,0,0
'1132730041308274688,0,1,1,0,0,0,0,0
'1132685763802480641,0,0,1,0,0,0,0,0
'1133394077704249346,0,0,1,0,0,0,1,1
'1132702691308724225,0,1,1,0,0,0,0,0
'1132848649267011584,0,0,0,0,0,0,0,0
'1132748779675774976,0,1,1,0,0,0,0,0
'1132686881718775810,0,0,1,0,0,0,0,0
'1133814503819366401,1,1,1,0,0,0,0,0
'1135198810521686016,0,0,0,0,0,0,0,0
'1132713242797719553,0,1,1,0,0,0,0,0
'1132685532218232833,0,0,1,0,0,0,0,0
'1133352298258862080,0,0,1,0,0,0,1,1
'1132686704979132417,0,0,1,0,0,0,0,0
'1132716200016977920,0,0,1,0,0,0,1,1
'1133571693027266560,0,0,1,0,0,0,1,1
'1133132409338253312,1,1,1,0,0,0,0,0
'1133339720002543616,0,0,0,0,0,0,0,0
'1132854433631444993,0,1,1,0,0,0,0,0
'1132752212239769601,0,0,0,0,0,0,1,0
'1133443134455726082,0,0,1,0,0,0,0,0
'1134842061755228160,0,0,0,0,0,0,0,0
'1132988268667187200,0,0,1,0,0,0,0,0
'1132734079554736135,0,0,1,0,0,0,0,0
'1132726266103238657,0,0,0,0,0,0,0,0
'1135120637222109184,0,1,1,0,0,0,0,0
'1133895687790370816,1,1,1,0,0,0,0,0
'1132763997692993536,0,0,0,0,0,0,0,0
'1133380895472312320,0,0,1,0,0,0,0,0
'1132736997041344512,0,0,0,0,0,0,0,0
'1132989626669576192,0,0,1,0,0,0,0,0
'1132992231621705728,0,0,1,0,0,0,0,0
'1133295270228385792,0,0,1,0,0,0,0,0
'1132685602653114369,0,0,0,0,0,0,0,0
'1134831462656536578,0,1,1,0,0,0,0,0
'1132941767194697729,0,0,1,0,0,0,0,0
'1132728665270345729,0,0,0,0,0,0,0,0
'1133804349895958529,0,0,0,0,0,0,0,0
'1132962494811705344,0,1,1,0,0,0,1,1
'1132927789844246528,0,1,1,0,0,0,0,0
'1135201579538223104,0,0,0,0,0,0,0,0
'1133438497686077440,0,0,1,0,0,0,0,0
'1133456264682385408,0,0,1,0,0,0,1,1
'1133917677943164928,0,1,1,0,0,0,0,0
'1132858323936714752,0,0,1,0,0,0,0,0
'1135195615506419713,0,0,1,0,0,0,0,0
'1134416836458569728,0,0,0,0,0,0,0,0
'1132754223593082882,0,0,1,0,0,0,1,1
'1133242091440627713,0,0,1,0,0,0,1,1
'1133286562941329410,0,0,1,0,0,0,1,1
'1135021782925303808,0,0,1,0,0,0,0,0
'1132693067646021632,0,0,1,0,0,0,0,0
'1132842942949928961,0,0,1,0,0,0,0,0
'1135106235039174656,0,0,1,0,0,0,1,1
'1132726911501819904,0,0,1,0,0,0,1,1
'1133424960565911553,0,0,0,0,0,0,0,0
'1133044793288855553,0,1,1,0,0,0,1,1
'1135022127785095175,0,0,1,0,0,0,0,0
'1132989253468733440,0,0,1,0,0,0,0,0
'1132951028721233920,0,0,0,0,0,0,0,0
'1135035528955420673,0,0,1,0,0,0,0,0
'1133175784083005440,0,1,1,0,0,0,0,0
'1132692281541029888,0,0,1,0,0,0,0,0
'1132767233225236482,0,0,1,0,0,0,0,0
'1132830711767896064,0,0,1,0,0,0,0,0
'1132725329498464257,0,0,1,0,0,0,0,0
'1132714051161563136,0,0,1,0,0,0,0,0
'1133174265971449858,0,0,1,0,0,0,1,1
'1132763590572826624,1,1,1,0,0,0,0,0
'1132732209633341442,0,0,1,0,0,0,0,0
'1133149286223552514,0,1,1,0,0,0,0,0
'1133387980859674625,0,0,1,0,0,0,1,1
'1133574517190778885,0,0,1,0,0,0,1,1
'1132686823682002944,0,0,0,0,0,0,0,0
'1133438258799497216,0,0,1,0,0,0,0,0
'1133241416329715712,0,1,1,0,0,0,1,1
'1132728133398999040,0,0,0,0,0,0,0,0
'1133473995519602688,0,0,1,0,0,0,0,0
'1133464156340936704,0,0,0,0,0,0,0,0
'1133250414344900609,1,1,1,0,0,0,0,0
'1132990494361948160,0,0,1,0,0,0,0,0
'1132854179343536128,0,0,0,0,0,0,0,0
'1132765498792468481,0,0,1,0,0,0,0,0
'1133375584174858245,0,0,1,0,0,0,0,0
'1133801702224801792,1,1,1,0,0,0,0,0
'1133462888499286016,0,0,1,0,0,0,1,1
'1133111676813885446,0,0,1,0,0,0,1,1
'1135021802818719744,1,1,1,0,0,0,0,0
'1132728883160145920,0,0,1,0,0,0,0,0
'1132716211756781569,0,0,0,0,0,0,0,0
'1132726020677754883,0,0,0,0,0,0,0,0
'1132685721972514816,0,0,1,0,0,0,0,0
'1132992301112991744,0,0,1,0,0,0,0,0
'1133313076546088960,0,0,1,0,0,0,1,0
'1133429868425879553,0,1,1,0,0,0,1,1
'1133420897736450048,0,0,1,0,0,0,0,0
'1132713991489413125,0,0,1,0,0,0,0,0
'1133468584469061632,0,0,1,0,0,0,1,1
'1132986155916582912,0,0,1,0,0,0,0,0
'1134526823730098177,0,0,0,0,0,0,0,0
'1134831188974219270,0,1,1,0,0,0,1,1
'1132703267048361986,0,0,1,0,0,0,0,0
'1133161644329230338,1,1,1,0,0,0,0,0
'1132701802695155717,0,0,1,0,0,0,0,0
'1132703404092878848,0,1,1,0,0,0,0,0
'1132703149951725568,0,0,0,0,0,0,0,0
'1133261674604093445,0,0,1,0,0,0,0,0
'1132685564551913475,0,0,1,0,0,0,0,0
'1132941522532556801,0,1,1,0,0,0,0,0
'1132723174653726721,0,0,1,0,0,0,0,0
'1132692581601632256,0,0,0,0,0,0,1,1
'1132821357165776896,0,0,0,0,0,0,0,0
'1133417628482113537,0,0,1,0,0,0,1,0
'1132857613153120256,0,0,1,0,0,0,0,0
'1133462095733899265,0,0,1,0,0,0,0,0
'1132723268379656193,0,0,0,0,0,0,0,0
'1132988993107308546,0,0,0,0,0,0,0,0
'1132767537677180929,0,0,0,0,0,0,0,0
'1132990409326649344,0,0,1,0,0,0,1,1
'1132722511152590849,0,0,0,0,0,0,0,0
'1133217370720411650,0,0,1,0,0,0,0,0
'1134340844776034304,0,0,0,0,0,0,0,0
'1132693574246588416,0,0,1,0,0,0,0,0
'1132767896998940674,0,0,0,0,0,0,0,0
'1133449666111135744,0,0,1,0,0,0,1,1
'1133324384473686022,0,0,0,0,0,0,0,0
'1132684835724640256,0,0,1,0,0,0,0,0
'1132713004796141568,0,0,1,0,0,0,0,0
'1133388187970277377,0,1,1,0,0,0,0,0
'1134505214818639873,0,0,1,0,0,0,0,0
'1132734617763627016,0,0,0,0,0,0,0,0
'1135195500607680512,0,1,1,0,0,0,0,0
'1132826135430139904,0,0,1,0,0,0,0,0
'1135075274872229888,0,0,0,0,0,0,0,0
'1133464959264935936,1,1,1,0,0,0,0,0
'1132736077247275008,0,0,0,0,0,0,0,0
'1132855261595484160,0,0,0,0,0,0,0,0
'1132701917140770817,0,1,1,0,0,0,1,1
'1124878247823663104,0,0,1,0,0,0,1,1
'1135037541764091905,0,0,1,0,0,0,0,0
'1132988767290220544,0,0,1,0,0,0,0,0
'1133836533578969089,1,1,1,0,0,0,0,0
'1135138994897924096,0,1,1,0,0,0,1,1
'1132988677007773696,0,0,1,1,0,0,0,0
'1132692327615516672,0,0,1,0,0,0,0,0
'1132735056642920448,0,0,1,0,0,0,0,0
'1133220924956786688,0,0,1,0,0,0,0,0
'1132692501725360129,0,0,1,0,0,0,0,0
'1132744415162716160,0,0,1,0,0,0,1,1
'1132715223780077570,0,1,1,0,0,0,0,0
'1133360992950390784,0,0,1,0,0,0,0,0
'1135052479392112640,0,0,0,0,0,0,0,0
'1133237338782482433,0,0,0,0,0,0,0,0
'1132992085399887878,0,0,1,0,0,0,0,0
'1132921644173996033,0,0,1,0,0,0,1,1
'1132703939894235137,0,0,0,0,0,0,0,0
'1135194769620029440,0,0,1,0,0,0,0,0
'1133425211808899074,0,0,0,0,0,0,0,0
'1133472339906244608,0,0,1,0,0,0,0,0
'1133016478033166337,0,0,1,0,0,0,0,0
'1133330919811637248,0,1,1,0,0,0,0,0
'1132692422750695425,0,0,1,0,0,0,1,1
'1133134219985731584,0,0,1,0,0,0,0,0
'1133452113558818816,0,1,1,0,0,0,1,1
'1133471404282785793,0,1,1,0,0,0,1,1
'1133440597241597953,0,0,1,0,0,0,0,0
'1132723106966102016,0,0,1,0,0,0,0,0
'1133417174339588103,0,0,0,0,0,0,0,0
'1132692784022994950,0,0,0,0,0,0,0,0
'1132704222602940416,1,1,1,0,0,0,0,0
'1133581836943319045,0,1,1,0,0,0,1,1
'1132735841317597186,0,0,1,0,0,0,0,0
'1133455473355689984,0,0,1,0,0,0,1,1
'1134473306789142529,0,0,1,0,0,0,0,0
'1135185406880813056,0,1,1,0,0,0,0,0
'1133839490336919552,0,0,1,0,0,0,0,0
'1132715038026813440,0,1,1,0,0,0,0,0
'1133403821059612672,0,0,1,0,0,0,1,0
'1132702472445865984,0,0,1,0,0,0,0,0
'1132693064433246210,0,0,0,0,0,0,0,0
'1132960081765687296,0,0,1,0,0,0,1,0
'1132702032291352577,0,0,1,0,0,0,1,1
'1132701831895879680,0,1,1,0,0,0,1,1
'1133135391664611328,1,1,1,0,0,0,0,0
'1133480021358551041,0,0,1,0,0,0,1,1
'1132703150241198081,0,1,1,0,0,0,0,0
'1133425611987406848,0,0,1,0,0,0,1,1
'1132703096663085056,1,1,1,0,0,0,0,0
'1133901606649585664,0,0,0,0,0,0,0,0
'1133911106882297856,1,1,1,0,0,0,0,0
'1133334359199629312,0,0,1,0,0,0,0,0
'1132685853019516930,0,0,1,0,0,0,0,0
'1132763544997568517,0,0,0,0,0,0,0,0
'1132703240175460352,0,1,1,0,0,0,1,1
'1133417003165859843,0,0,0,0,0,0,0,0
'1133121575887212545,0,0,0,0,0,0,0,0
'1132728137484296193,1,1,1,0,0,0,0,0
'1132990059077095425,0,0,1,0,0,0,0,0
'1135134819304771584,0,0,1,0,0,0,1,1
'1132693096938987522,0,0,1,0,0,0,0,0
'1133429228635152386,0,0,1,0,0,0,1,1
'1132761720156504064,0,0,0,0,0,0,0,0
'1132692980664606720,0,0,1,0,0,0,0,0
'1132716024917385217,0,0,1,0,0,0,0,0
'1133432504667521027,0,0,0,0,0,0,1,1
'1132855316322947073,0,0,0,0,0,0,0,0
'1132712737782554629,0,0,1,0,0,0,0,0
'1135196539314417664,0,0,1,0,0,0,1,1
'1132753864971685890,0,0,1,0,0,0,0,0
'1133216984911556608,0,0,0,0,0,0,0,0
'1132685433744351232,0,0,0,0,0,0,0,0
'1132686817445240832,0,1,1,0,0,0,1,1
'1132769019919052811,0,0,0,0,0,0,0,0
'1132731894544699392,0,0,1,0,0,0,0,0
'1132702429181562880,0,0,1,0,0,0,0,0
'1132735486135480320,0,0,1,0,0,0,0,0
'1132735556889337857,0,0,1,0,0,0,0,0
'1134269403107774464,0,0,0,1,0,0,0,0
'1132856518548660225,0,1,1,0,0,0,1,1
'1133411274740527104,0,0,1,0,0,0,1,0
'1133474306971918336,0,0,1,0,0,0,0,0
'1132942765229318144,0,0,1,0,0,0,1,1
'1135198584243195904,0,1,1,0,0,0,0,0
'1132726133483560961,0,0,0,0,0,0,0,0
'1133879273578778626,0,1,1,0,0,0,0,0
'1132692804126294016,0,0,1,0,0,0,0,0
'1134506781395361792,1,1,1,0,0,0,0,0
'1132703718846156800,0,0,0,0,0,0,0,0
'1132713083389009920,0,0,1,0,0,0,0,0
'1132715510364221441,0,0,1,0,0,0,0,0
'1132857832741539840,0,1,1,0,0,0,0,0
'1135199878856957953,0,0,1,0,0,0,1,1
'1132856670575648769,0,1,1,0,0,0,0,0
'1133440111671226372,0,0,1,0,0,0,1,1
'1132854053958868992,0,1,1,0,0,0,1,1
'1132847620152598528,0,1,1,0,0,0,0,0
'1132687014044655616,0,0,0,0,0,0,0,0
'1132716168215748609,0,0,1,0,0,0,0,0
'1132693429173886977,1,1,1,0,0,0,0,0
'1132758795745136640,0,1,1,0,0,0,0,0
'1132989444489850880,0,0,1,0,0,0,0,0
'1135071701224611842,0,0,1,0,0,0,0,0
'1132901070294798336,0,1,1,0,0,0,0,0
'1133454819417628672,0,0,1,0,0,0,1,1
'1132725042322657280,0,0,1,0,0,0,0,0
'1132686281354436614,0,0,0,0,0,0,0,0
'1132831749636009984,0,0,0,0,0,0,0,0
'1132725266634223618,0,0,1,0,0,0,0,0
'1132853629730398208,0,0,1,0,0,0,0,0
'1133445918282248192,0,0,0,0,0,0,0,0
'1133919428448440320,0,0,0,0,0,0,0,0
'1132702695981236224,0,0,1,0,0,0,0,0
'1132762698339557379,0,0,0,0,0,0,0,0
'1132770228209881088,0,0,0,0,0,0,0,0
'1132686186731003904,0,0,0,0,0,0,0,0
'1133145522053816320,0,1,1,0,0,0,1,1
'1133310874481905664,0,0,1,0,0,0,1,1
'1132685410646282240,0,1,1,0,0,0,0,0
'1133141918760677376,0,0,0,0,0,0,0,0
'1132685684232282112,0,1,1,0,0,0,0,0
'1133840149941444608,1,1,1,0,0,0,0,0
'1133425003267891200,0,0,1,0,0,0,1,0
'1133400278127054848,0,0,1,0,0,0,1,1
'1133059651975688192,0,0,0,0,0,0,0,0
'1132834568128606213,0,0,1,0,0,0,0,0
'1133857738021376000,0,1,1,0,0,0,0,0
'1135140454310264832,0,0,1,0,0,0,1,1
'1133398257072132098,0,1,1,0,0,0,1,1
'1133422062243074048,0,0,1,0,0,0,1,1
'1133415269395779585,0,0,0,0,0,0,0,0
'1133471941703036928,0,0,1,0,0,0,0,0
'1133410503773085697,0,0,1,0,0,0,1,0
'1132994151249694720,0,0,0,0,0,0,0,0
'1132994829326143488,0,0,1,0,0,0,0,0
'1133429701945516032,0,0,0,0,0,0,0,0
'1132947723941023744,1,1,1,0,0,0,0,0
'1132732867803377664,0,0,1,0,0,0,0,0
'1132692665177272320,0,0,0,0,0,0,0,0
'1132735183197593600,0,0,1,0,0,0,1,1
'1135202203428433921,0,1,1,0,0,0,1,1
'1132992205419888640,0,0,1,0,0,0,0,0
'1133457469768970240,0,1,1,0,0,0,0,0
'1132993972794793984,0,0,1,0,0,0,0,0
'1132734295574028288,0,0,0,0,0,0,0,0
'1133406582056919040,0,0,0,0,0,0,0,0
'1135196538957967360,0,1,1,0,0,0,0,0
'1133406880997486595,0,0,1,0,0,0,1,1
'1133149179537182720,0,0,1,0,0,0,0,0
'1135035882128510977,0,0,1,0,0,0,1,1
'1132764710087090176,0,0,1,0,0,0,0,0
'1133455532767891457,0,0,1,0,0,0,1,1
'1133352835851202561,0,0,1,0,0,0,1,1
'1133848098692685824,1,1,1,0,0,0,0,0
'1133063519505666048,0,0,1,0,0,0,1,1
'1132703287977889792,0,1,1,0,0,0,0,0
'1132686318989914113,0,0,1,0,0,0,0,0
'1132685755845767168,0,0,0,0,0,0,1,1
'1132732220878315520,0,0,1,0,0,0,0,0
'1133222630910320642,1,1,1,0,0,0,0,0
'1132910581701402624,0,0,1,0,0,0,1,1
'1135199448966074369,0,1,1,0,0,0,1,1
'1133012438557888512,0,0,1,0,0,0,1,1
'1132692209906716672,0,0,1,0,0,0,1,1
'1132715352843018240,0,0,1,0,0,0,0,0
'1132703847087050759,0,0,1,0,0,0,0,0
'1132685725944541184,0,0,1,0,0,0,0,0
'1132722719974481921,0,0,0,0,0,0,0,0
'1132732809712406528,0,0,1,0,0,0,0,0
'1132713167497322497,0,0,1,0,0,0,0,0
'1133193169624023040,0,0,1,0,0,0,0,0
'1133288940880969729,0,1,1,0,0,0,0,0
'1132988915764346880,0,0,0,0,0,0,1,1
'1132947108452077568,0,1,1,0,0,0,1,1
'1133303975552458753,0,1,1,0,0,0,0,0
'1133397163797618694,0,1,1,0,0,0,0,0
'1132993575040487427,0,0,1,0,0,0,0,0
'1132990173690642432,0,0,1,0,0,0,1,1
'1132686697580322816,0,0,1,0,0,0,0,0
'1132713816368844800,0,0,1,0,0,0,0,0
'1133187973581889537,0,1,1,0,0,0,0,0
'1132764177410547712,0,0,1,0,0,0,0,0
'1135153043115204608,0,0,1,0,0,0,0,0
'1132703601355157505,0,0,0,0,0,0,0,0
'1132724495133880322,0,0,1,0,0,0,0,0
'1132989142500089857,0,0,1,0,0,0,0,0
'1133398988886085632,0,0,1,0,0,0,1,0
'1135024746788245504,0,0,1,0,0,0,0,0
'1132847997841235968,0,0,1,0,0,0,0,0
'1132723196489347076,0,0,1,0,0,0,0,0
'1132858024102703104,0,0,0,0,0,0,0,0
'1132852585784926209,0,1,1,0,0,0,1,1
'1135079378541580289,0,0,1,0,0,0,0,0
'1133144425604046848,0,1,1,0,0,0,0,0
'1132692273588822016,0,0,1,0,0,0,0,0
'1133467054453993475,0,0,1,0,0,0,0,0
'1132991316755996672,0,0,0,0,0,0,0,0
'1133207678547709953,0,0,0,0,0,0,1,0
'1133435781651951616,0,0,1,0,0,0,1,0
'1135148218667360256,0,1,1,0,0,0,0,0
'1133136176959905793,0,0,1,0,0,0,0,0
'1135106671150112768,0,0,1,0,0,0,1,1
'1133848494832328704,0,0,0,0,0,0,0,0
'1135195990615629824,0,0,0,0,0,0,0,0
'1132686360253308929,0,0,1,0,0,0,0,0
'1133447725700321280,0,0,1,0,0,0,0,0
'1135066267801534465,0,0,0,0,0,0,0,0
'1134526416865890306,0,0,1,0,0,0,1,1
'1132991308925145090,0,0,1,0,0,0,0,0
'1132692867586187264,0,0,0,0,0,0,0,0
'1132735622207201281,0,1,1,0,0,0,0,0
'1133391475897716738,0,1,1,0,0,0,1,1
'1132734316478312448,0,0,1,0,0,0,0,0
'1134516468970901504,0,0,1,0,0,0,0,0
'1132703858860449792,1,1,1,0,0,0,0,0
'1133463270520606720,0,0,1,0,0,0,0,0
'1133433773465513984,0,0,0,0,0,0,0,0
'1135029177411866624,0,0,1,0,0,0,0,0
'1134523712206716929,0,0,1,0,0,0,0,0
'1133447425522307072,0,0,0,0,0,0,0,0
'1133383467671199744,0,1,1,0,0,0,0,0
'1134501616583938048,0,0,1,0,0,0,0,0
'1133446017100259329,0,0,1,0,0,0,1,1
'1133472471280226304,0,0,1,0,0,0,0,0
'1133419347916021760,0,0,1,0,0,0,1,1
'1134524578355646465,0,0,1,0,0,0,0,0
'1132715657798266880,0,1,1,0,0,0,0,0
'1132723770727247872,0,0,1,0,0,0,0,0
'1132703347239137280,0,1,0,0,0,0,1,1
'1133415807457865728,0,0,1,0,0,0,1,1
'1135112121614622721,0,0,1,0,0,0,1,1
'1133391735013433346,0,0,1,0,0,0,1,1
'1133421997017452545,0,0,1,0,0,0,1,0
'1134526695854284806,0,0,1,0,0,0,0,0
'1132941680297091073,0,0,1,0,0,0,1,1
'1133453438904340480,0,1,1,0,0,0,1,1
'1133179797012713474,0,0,1,0,0,0,0,0
'1135107431925784576,0,1,1,0,0,0,0,0
'1132729327995510785,0,0,1,0,0,0,0,0
'1135130166475276288,0,1,1,0,0,0,1,1
'1132725360859070465,0,0,1,0,0,0,0,0
'1135166489940635649,0,1,1,0,0,0,0,0
'1133262465532334081,1,1,1,0,0,0,0,0
'1132714909874184192,1,1,1,0,0,0,0,0
'1132747669531779073,0,0,1,0,0,0,0,0
'1132764177913794560,0,1,1,0,0,0,0,0
'1132852796854886401,1,1,1,0,0,0,0,0
'1132703331770671104,0,0,1,0,0,0,0,0
'1132713502420946944,1,1,1,0,0,0,0,0
'1132824338330193920,0,0,0,0,0,0,0,0
'1132701909985484801,0,0,1,0,0,0,0,0
'1133122427238719489,0,1,1,0,0,0,0,0
'1132728072061558785,0,0,1,0,0,0,0,0
'1133444093164474368,0,0,1,0,0,0,1,1
'1132990392385716224,0,0,1,0,0,0,0,0
'1132729542278299649,0,1,1,0,0,0,0,0
'1134519431063920640,0,0,0,0,0,0,0,0
'1133382660510949379,0,0,1,0,0,0,0,0
'1135197270297722880,0,1,1,0,0,0,1,1
'1132684829529522176,0,0,1,0,0,0,1,1
'1132847466519453701,0,0,1,0,0,0,0,0
'1132685908413698048,0,0,1,0,0,0,1,0
'1133409351777918976,0,0,1,0,0,0,0,0
'1132685901505679360,0,0,1,0,0,0,0,0
'1133147534287941632,0,0,1,0,0,0,0,0
'1133172830638620678,0,0,1,0,0,0,1,0
'1132703714643468288,0,0,1,0,0,0,1,1
'1132961538954805248,0,1,1,0,0,0,1,1
'1135113776196460549,0,0,1,0,0,0,1,1
'1133367966790291457,0,0,0,0,0,0,1,1
'1132703919623286784,0,0,1,0,0,0,1,1
'1132747578783784960,0,0,1,0,0,0,0,0
'1132769123019120640,0,0,1,0,0,0,0,0
'1133437256600047616,0,0,1,0,0,0,1,1
'1132764096779177985,0,0,1,0,0,0,1,1
'1132725199818973190,0,0,1,0,0,0,0,0
'1135048336535371777,0,1,1,0,0,0,0,0
'1132765736793968645,0,0,1,0,0,0,0,0
'1132730466698747906,0,0,1,0,0,0,0,0
'1132854761240354816,0,1,1,0,0,0,0,0
'1132692623854981120,0,0,1,0,0,0,0,0
'1132926957048475650,0,1,1,0,0,0,1,1
'1132828440065925127,0,0,1,0,0,0,1,1
'1135167318898511872,0,0,1,0,0,0,0,0
'1132918636321157120,0,1,1,0,0,0,1,1
'1132859274772844549,0,1,1,0,0,0,1,1
'1133419914675597313,0,0,1,0,0,0,1,0
'1133433017886760960,0,0,1,0,0,0,1,0
'1132686549861240832,0,0,0,0,0,0,0,0
'1133456866313424902,0,0,1,0,0,0,1,1
'1132717071740133378,0,1,1,0,0,0,0,0
'1132730834912460800,0,0,1,0,0,0,0,0
'1132703271964106752,0,0,0,0,0,0,0,0
'1132716465860358149,0,0,0,0,0,0,0,0
'1132730958350815233,0,0,1,0,0,0,0,0
'1132841418215514114,0,0,1,0,0,0,1,1
'1132685595116019713,0,0,0,0,0,0,0,0
'1133344530458189824,0,1,1,0,0,0,0,0
'1133066807701434370,0,1,1,0,0,0,0,0
'1133157811578257408,0,0,1,0,0,0,0,0
'1133331287647838208,0,0,1,0,0,0,0,0
'1135196791522103298,0,1,1,0,0,0,0,0
'1132686055562518528,0,0,1,0,0,0,0,0
'1132765299529400327,0,0,0,0,0,0,0,0
'1132736993107038209,0,0,1,0,0,0,0,0
'1135197082329997312,0,0,1,0,0,0,1,1
'1133403239389507590,0,0,1,0,0,0,0,0
'1132764805654360069,0,0,0,0,0,0,0,0
'1134522037849001984,0,0,1,0,0,0,0,0
'1135142085500243969,0,0,1,0,0,0,1,0
'1133821677652119552,1,1,1,0,0,0,0,0
'1132703917844893701,0,1,1,0,0,0,0,0
'1133103163328925697,0,0,1,0,0,0,1,1
'1134417161005539329,0,0,0,0,0,0,0,0
'1132713513670070273,0,1,1,0,0,0,0,0
'1134527965004521472,0,0,1,0,0,0,0,0
'1133914013442674690,1,1,1,0,0,0,0,0
'1133350108345454592,0,0,1,0,0,0,0,0
'1132686353152581632,0,0,1,0,0,0,1,1
'1133857784204800002,1,1,1,0,0,0,0,0
'1132736037590065158,0,0,1,0,0,0,0,0
'1132685412324040709,0,0,1,0,0,0,0,0
'1132716919629451264,0,0,1,0,0,0,0,0
'1132713923436843008,0,0,0,0,0,0,0,0
'1132735162717016064,0,0,1,0,0,0,0,0
'1132732902893129731,0,0,1,0,0,0,0,0
'1132993436196278273,0,1,1,0,0,0,1,1
'1133059316280365061,0,0,1,0,0,0,1,1
'1132735173009858560,0,0,1,0,0,0,0,0
'1133396054106415104,0,1,1,0,0,0,1,1
'1133136719291797504,0,0,1,0,0,0,0,0
'1133856996229304320,0,1,1,0,0,0,0,0
'1132693429505339393,0,0,1,0,0,0,1,1
'1132911557816586247,0,0,1,0,0,0,1,1
'1133216943974969344,0,0,0,0,0,0,0,0
'1133461694146109446,0,0,1,0,0,0,1,1
'1133836241290629121,1,1,1,0,0,0,0,0
'1132692476224053249,0,0,1,0,0,0,0,0
'1135015493859864576,0,0,0,0,0,0,0,0
'1134430657667403777,0,0,0,0,0,0,0,0
'1135110020234928129,0,1,1,0,0,0,0,0
'1132742465381982208,0,1,1,0,0,0,0,0
'1132686457867558912,0,0,0,0,0,0,0,0
'1132764024339353601,0,1,1,0,0,0,1,1
'1133318786126352384,0,0,1,0,0,0,0,0
'1134431837621837825,0,1,1,0,0,0,0,0
'1132900051435630593,0,0,1,0,0,0,1,1
'1132701764296368129,0,0,0,0,0,0,0,0
'1132852997082484736,0,1,1,0,0,0,0,0
'1135155348321460225,0,0,1,0,0,0,0,0
'1133333365007048705,0,0,1,0,0,0,0,0
'1132735008345600000,0,0,1,0,0,0,0,0
'1133337689510600704,1,1,1,0,0,0,0,0
'1132747502568890369,0,0,0,0,0,0,0,0
'1133442683773575168,0,1,1,0,0,0,1,1
'1133300115324710912,0,0,1,0,0,0,0,0
'1134867670103482369,0,0,0,0,0,0,0,0
'1132739726354657280,0,0,0,0,0,0,0,0
'1132692886108147712,0,0,1,0,0,0,0,0
'1135120435631263744,0,1,1,0,0,0,1,1
'1132716264869302272,0,0,1,0,0,0,0,0
'1132686594396315648,0,0,1,0,0,0,0,0
'1132856424709672960,0,0,1,0,0,0,0,0
'1132852919940911106,0,1,1,0,0,0,0,0
'1132692507089874944,0,0,0,0,0,0,0,0
'1133443245323821056,0,0,1,0,0,0,0,0
'1132730036409249793,0,0,1,0,0,0,0,0
'1132754012862898176,0,0,1,0,0,0,0,0
'1132962280923107328,0,0,1,0,0,0,1,1
'1133173026328064002,0,0,0,0,0,0,0,0
'1132988594107441152,0,0,0,0,0,0,0,0
'1132723316194566144,0,0,1,0,0,0,0,0
'1132833009001009152,0,0,0,0,0,0,0,0
'1134868869062037505,0,0,0,0,0,0,0,0
'1133174888108138496,0,0,1,0,0,0,0,0
'1134501199774986245,0,1,1,0,0,0,1,1
'1132692475406110721,0,0,1,0,0,0,0,0
'1132859720170115073,0,1,1,0,0,0,1,1
'1132692165518331906,0,0,0,0,0,0,0,0
'1133569462479872000,0,0,1,0,0,0,0,0
'1132746021644230657,0,0,1,0,0,0,0,0
'1133429703824629762,0,0,1,0,0,0,1,1
'1132734206407303168,0,0,1,0,0,0,0,0
'1132735507325104128,0,0,1,0,0,0,0,0
'1132731266305077249,0,0,1,0,0,0,0,0
'1132703969774571520,0,0,0,0,0,0,0,0
'1132713258295713793,1,1,1,0,0,0,0,0
'1132941775256084480,0,0,1,0,0,0,1,1
'1132730157180030978,0,0,1,0,0,0,1,1
'1132713512340467712,0,0,1,0,0,0,0,0
'1134517604549312513,0,0,1,0,0,0,0,0
'1132686160814194689,0,0,1,0,0,0,0,0
'1132766539977904128,0,0,1,0,0,0,1,1
'1132686777632923649,0,0,1,0,0,0,0,0
'1132684782855307265,0,0,1,0,0,0,0,0
'1133446496442048512,0,0,1,0,0,0,1,0
'1135021622904184833,0,0,1,0,0,0,0,0
'1135200683051929601,0,0,0,0,0,0,0,0
'1132693165163421697,0,1,1,0,0,0,1,1
'1132857507930673154,0,0,1,0,0,0,0,0
'1133463484400713728,0,0,0,0,0,0,0,0
'1132713516664627200,0,0,1,0,0,0,0,0
